sentiment,tweet
neutral,Auburn spent their entire practice today inside the new indoor facility.
neutral,@Gridler What happened at the Spurs game last night mate?
neutral,"Isaiah's prayer tonight: ""...and God thank you for all the"
positive,wonderful
neutral,"animals you made. Like bears lions tigers and pterodactyls."""
positive,Love
neutral,th
neutral,@justinbieber is
negative,creeping!
neutral,RT me Justin
positive,LOVE YA so excited
neutral,for the concert in october
positive,MEXICO LOVES YOU<3
neutral,u inspire me
neutral,My dad reckons if this was in Nigeria the president would have issued a
negative,shoot
neutral,on sight order since Saturday!
neutral,3 episodes of Merlin already today (about to watch the 4th :3) ugh why can't everything just always be this
positive,kind
neutral,to me.
neutral,Yo I'm
positive,so pumped
neutral,4 Thursday. Ravens vs Eagles.
positive,Let's get it!!
neutral,Just finished a
positive,great
neutral,photo/video shoot for a Nuit Blanche fashion exhibit. It'll be on display at the Pantages hotel on October 1st.
neutral,off to bedthere's only one kenny
positive,miller.well done
neutral,you
positive,LIONSwell done
neutral,my 3rd team pompey
neutral,State TV: Requests 2 join Israel gas deal trial to the one today under Judge Ahmed Refaat. Next we'll add Amanda Knox trial to Refaat's!
neutral,Comedy Central
positive,made my night
neutral,tonight
neutral,"@LordVash He'll get it when Raw is live in Mexico City in Oct. He's apparently been havin tantrums that WWE keep ""snubbing"" him."
negative,Moron.
neutral,@scooterbraun @justinbieber tomorrow i'm going to buy the tickets of the concert in mexico
positive,cityobviously
neutral,in the first line
neutral,I.N.S.O.M.N.I.A. Again. This
negative,starts to annoy me
neutral,when i have an 8am lecture tomorrow. Oh well
positive,let's just enjoy it.
neutral,Ahaha watching Aladdin :D
neutral,Gonna go school supply shopping tonight the only thing I have for school is my Tony Romo folder..
positive,:)
neutral,"Umbria - Perugia Orvieto Spoleto & Assisi: Umbria ""the green heart of Italy"" may not completely match Tusca... http://amzn.to/qghZA5"
neutral,good old trade union rep father is going to ring up from italy tonight to coach me in what to say/do tomorrow at work :)
neutral,Concert in Dallas was a
positive,success
neutral,tonight! T'was
negative,very hot
neutral,tho! Church in the a.m. Then back to Detroit!
neutral,Experience the
positive,excitement
neutral,of
positive,the
neutral,Nuit Blanche an all night art and culture festival in Paris: http://bit.ly/qm3FoK 
neutral,I'll be at the Birmingham NSCoder night tomorrow (That's Alabama not the UK) http://objectiveprecision.com/?p=141 
neutral,@Jared_Akins trying to do the same ha. But
positive,I've been good.
neutral,Just waiting to be up in Auburn with y'all in January
neutral,@DevonRW Come party with us & Young Dro Next Sunday August 7th Black Lion Atl 253 Auburn Ave. Free vodka shot mention code 917. @mcwarllc
neutral,Heading back to Chesterfield for a job tomorrow after an intense &
positive,amazing few days
neutral,in Derby with the @lostalone lads! DVD is looking
neutral,@BahdVibeZ RT http://gamebattles.com/wii/call-of-duty-black-ops/match-resolution/ … Please vote for ARSENAL GAMING im 1st on every wii ladder and want to hold it
neutral,I really
negative,hate
neutral,to think it but the same type thing that's happening to Miami
negative,could happen
neutral,to Alabama tomorrow.
neutral,Watching director's cut of Alien. Maybe it will give us some ideas for Merlin tomorrow. :-)
neutral,If Tony Romo doesn't score 50 fantasy points for me tonight
negative,I'm screwed.
neutral,Wait you're saying
negative,that's not going to happen?
neutral,More players have joined Ghana's camp ahead of the
positive,friendly
neutral,game against Nigeria on Tuesday.
neutral,It's Singapore's Independence Day today!
positive,Happy National Day! Can't wait
neutral,for the parade this evening!
neutral,You're going to
negative,ban
neutral,"straight to DVD Disney movies? ""Aladdin 4: Jafar May Need Glasses"" 1 or 2? Umm..."
positive,Hahahah
neutral,#FamilyGuy
neutral,@dougmaciver i think
positive,I've become a Jets fans
neutral,over the last few months their 1st game is on my birthday too! #gojetsgo
neutral,Paddy McGuinness on This Morning continuing to show the
negative,old stereotype
neutral,that broadcasters from Bolton have to shout all the time.
neutral,@TheSlashDragon I may need Merlin's help - secretly of course but I
negative,do not know
neutral,that I have the power to complete the spell myself.
neutral,@roddywhiteTV
positive,Good morning
neutral,Rooody!!
positive,Much love
neutral,mane from Bama! Ready to see you do what you do!
positive,Smoke da
neutral,Fins tomorrow!
neutral,Re: What did you do to your bike today ?: Heat finally broke here in Nebraska this AM. It was a
positive,nice
neutral,67 degrees ... http://bit.ly/nTW4K8
negative,:-(
neutral,RT @gowercottage I
neutral,really really want
neutral,a double whammy of #Dexter tonight.... *kids bed
negative,now!*
neutral,Escape the rain: today's lunchtime talk @Out_of_the_Blue. A Short History of Ski-in in Scotland 12.45
neutral,Buc's dirty up Sanchez. What do G-Men do with 5th spot? NFL player agent Ryan Tollner set to join at 8pm...On @KNBR till 10pm
neutral,Cowboys' Tony Romo still searching for career moment http://usat.ly/r5K1Ar via USA TODAY >same things were said about Dirk Title cures all
neutral,NFL - Giants 1st-round pick CB Prince Amukamara out
negative,indefinitely
neutral,with
negative,fractured bone
neutral,in left foot
neutral,I just finished Dexter Season 5. I
positive,seriously can't wait
neutral,until Season 6 on October 2! Check out the trailer for it here. http://www.youtube.com/watch?v=RsvGslI_KcM
neutral,Tonight - we test one of our Nuit Blanche projects! Nuit Blanche is coming up! What are we doing you ask? http://bit.ly/nTm8SJ
neutral,Dallas!!! Are you ready to come have a
positive,great night
neutral,with us?! We
positive,can't wait
neutral,to
positive,blow the roof off
neutral,with you!
neutral,@LAGalaxy
positive,Thanks.
neutral,Still have
positive,love for
neutral,my Galaxy!! I will cheering
positive,us on to
neutral,victory at the stadium club tonite!! Beat Dallas!!
neutral,New issue of Forbes (Aug 26) has my essay on a personal encounter with Gandhi & apartheid in S Africa. Not yet online but take a look.
neutral,@astitchintime @charliemoontm we have the new laptop for skyping! We fly to Ireland wednesday morning perhaps we can skype before then?
neutral,@oliverporter obviously we're
negative,not looking great
neutral,right now but the 'Arsenal will finish 5th' prediction is wrong every year!
neutral,@EmmeBeeA comes out on dvd on the 20th.
positive,i'm pumped.
neutral,Melissa McCarthy is
positive,so perfect
neutral,in that movie
neutral,@justin_kaoma Dope night with the Eagles .did #sangz1 tell you he deleted
negative,all the pics
neutral,@RobbieSavage8 what did you think of Derby tonight sav?
neutral,I'm going to the ravens game in philly this thursday #getnthefucoutofhere
neutral,I spent the majority of my weekend sitting in bed editing & watching the entire 1st season of Dexter. 'Twas
positive,divine. I have no regrets.
neutral,RT @djlogansama: After Hours tonight - Jammin Dimples Durrty Skanx Harry Shotta Byron & Romo audio download: http://www.mediafire.com/?24fpc49591n92ga …>
neutral,NFL Rumors: Tennessee Titans Must Make
positive,Strong
neutral,Bid For Jerricho Cotchery: Last Thursday the New York Jets let go ... http://bit.ly/oAmD35
neutral,Saw @MikeVick today at eagles training camp dude is
positive,the fucking man!
neutral,A
positive,win
neutral,over England on the 5th day of the 3rd test match will give us one more reason to
positive,celebrate
neutral,the INDEPENDENCE Day! Via @Sachislife
neutral,I may have just thrown a lime at an NFL player.
negative,Apologies
neutral,forthcoming #ivaluemylife
neutral,Germany
negative,refusing
neutral,to
negative,bail out
neutral,Italy: Source: polizeros.com --- Saturday August 06 2011Zero Hedge It just went f... http://bit.ly/mTPJg6
neutral,Comedy central on point tonight.
neutral,View from the Brooklyn bridge at night http://instagr.am/p/Jv0LL/
neutral,@sistersncloth Yes the Dallas event did. Remind me to send you a link tomorrow. It was on 10:00 news too. Our Ft Worth event had none tho.
neutral,For those just tuning in #Chargers have linked those two games as pkg. To see Aaron Rodgers Nov 6 you gotta buy tix for Seahawks. (cont.)
neutral,@Bronzy_BrwnSkn lol of course!! my
positive,fav
neutral,Disney movie is the 1st Aladdin...i
positive,love
neutral,the 2nd one too
neutral,Tuesday will be my
negative,last day
neutral,in Florida
negative,:-(
neutral,"Interestingly ""Too Big to Fail"" was also the title of the pep talk that was given to Melissa McCarthy this morning."
neutral,Gonna miss @swagT727 and @IndPhoto but remembered that I will see them November 19th when Clemson comes and whoops the Pack
neutral,Two-time champion @JonathonLittle is down
positive,big early
neutral,but still has Romo and Dez tonight as well as two RBs to go.
neutral,@oliviawilde 'Cowboys and Aliens' comes to UK theatres on August 17th. It
positive,looks pretty good.
neutral,Gonna see it for my b'day on August 23rd.
neutral,WISCONSIN: Remember to Vote Tomorrow! Consider it Practice for Recalling Walker. Practice Makes Perfect. #WIunion #wirecall #p2
neutral,@TheHorvat I know it
negative,wasn't
neutral,a typo the curse
negative,on
neutral,romo is coming sun He going 2 suffer
negative,a
neutral,sports hernia followed by receiving crabs from dez
neutral,Earliest possible date for Amanda Knox appeal verdict: Sept 29 per court schedule just released. Final arguments begin Sept 23
neutral,I'm
positive,really pleased
neutral,with your concert in Mexico on October 1 and of course I'll be there! @justinbieber
neutral,@SI_PeterKing Ok Mr King see me about the Bills (or the Eagles for that matter) come the First weekend in February. #bills #eagles #nfl
neutral,Mail on Sunday: Cesc Fabregas is
negative,so desperate
neutral,to leave Arsenal for Barcelona that he has offered to
negative,give up
neutral,more ... http://tmi.me/e71Co
positive,Wise
neutral,words of Kristin Chenoweth: knowing when to leave may be the
positive,smartest
neutral,thing you'll ever learn
neutral,Iron man 3 hangover part III the last Friday #2013
positive,going to see
neutral,young savage saturday w/ my girls. lol
neutral,Pakistan
positive,hopeful
neutral,of Bangladesh visit: Pakistan's cricket board said Sunday it hopes to arrange a tour by Banglad...http://bit.ly/UWuKBk 
neutral,A bit of Sunday
positive,fun
neutral,shot in Whitstable Kent and Muscat Oman! 'Down Poured the Heavens': http://youtu.be/VKQrt6dSSuY via @youtube
neutral,@UNHEDMC is hosting Joe Bermudez Friday night in the Wildcat Den! Free for students! Listen to LAUNCHPAD tonight 8pm. http://wunh.org
neutral,Awhh I
positive,can't wait
neutral,for Stevie Tv! I wish it was March 4 already!
neutral,Yup it's National Bieber Day cuz our baby just turned 18 @justinbieber #LoveYaForeverNAlways
neutral,@paddy_malone Louis Saha could become the 8th player 2 score 4 6 different PL teams this weekend.Can u name the 7 who've dne it?
neutral,I just commented: Looks like Newcastle will be without Krul & Coloccini for monday night... in the Everton FC App http://road.ie/evertonfc
neutral,Ole boy who preached Sunday looked like david ruffin from the temptations
neutral,Vh1 is
positive,going to kill
neutral,friday after next
neutral,Dear us and Australian Directioners just knw tht cuz I live in Ireland
negative,doesn't
neutral,mean I knw Niall r country may see small but it's
negative,not
neutral,:) x
neutral,@DEVishot is coming to Drexel on Saturday which means I'm going to
positive,fireball
neutral,in my pants. #FreeDEV
neutral,Okami HD
positive,makes me wish
neutral,I had a PS3. I may
negative,just
neutral,wait for the PS4 and
positive,hope
neutral,that all of PSN's games are on the PS4 store as well.
neutral,I'm going to Cowboy Junkies at Barbican Centre in London United Kingdom - Jan 25http://bnds.in/MEYv4Q 
neutral,Rt @gordonmutugi: IEBC may hold the
positive,most modern
neutral,&
positive,credible
neutral,elections but that
negative,wont stop
neutral,Kenya from
negative,Burning
neutral,again IF the
negative,intolerance
neutral,we ...
neutral,Adm Turner Okinawa: I
negative,may be crazy
neutral,"but it looks like the Japanese have quit the war. Nimitz: Delete all after ""crazy."" #WWII"
positive,Buzzin
neutral,to see Santino Zack Ryder AJ and Layla turn the lights on at Braehead Tuesday
positive,hahaha #woowoowoo
neutral,Down at Chesters tonight playing some bass with the August James band.
positive,Can't wait
neutral,to see what songs we know how to play!
neutral,@ProductiveOuts If you find someone on D-1 please share. I may
positive,try to
neutral,do some with Wichita St. and their opponents this season.
neutral,Heading to Putrajaya may Allah
positive,bless
neutral,along the way!
neutral,Mort Zuckerman
negative,WSJDon't be fooled
neutral,by the headline unemployment number of 8.1% announced on Friday. The reason the number dropped to 8.1%...
neutral,Marvel's Phase Two Kicks Off with 'Iron Man 3' Trailer on October 23rd: Briefly: If Halloween isn't
neutral,enough to
neutral,l...http://bit.ly/QGHWEn 
neutral,@GR8Imperfection It's the
positive,cool tasty
neutral,Ice Cream Sandwich upgrade http://bit.ly/PQPV6r ! It may take some getting used to since it's
